Description,Label
"HP Printer provided by Photosmart B210 Let's manage the print queue SMB I am using a server. Crafted SMB Service disruption by packet (DoS) A condition can be triggered and a manual restart is required to recover. lead 296 byte Crafted SMB By sending a packet Photosmart B210 The service operation disruption (DoS) It is possible to make it into a state. A manual restart is required to recover. HP States: * ""HP has examined this issue reported on the Photosmart B210 and has verified the printer could become unresponsive when fuzzed with the code provided. At no time did we identify buffer overflows with this tool nor our code inspection. The attempted attack produces a non-permanent denial of service. * HP's recommendation for existing models affected by this attack is to power cycle the device to return it to a working state. * HP continually works to improve security and is taking steps to ensure current and future products are not susceptible to this attack."" * HP Is Photosmart B210 We have reviewed this issue reported for and confirmed that the printer becomes unresponsive during fuzzing using the provided code. However, neither this fuzzing tool nor our code inspection has confirmed the occurrence of buffer overflow. This attack causes non-persistent service disruption. For existing products affected by this attack, HP Recommends that you turn power back on to return the instrument to working condition. * HP Will continue to improve security and make current and future products less susceptible to this attack. The root cause of the crash is still unknown.Same as the product LAN The product is disrupted by the attacker (DoS) There is a possibility of being put into a state. To recover, the product must be restarted. The HP Photosmart B210 is a printer product from Hewlett-Packard (HP). A denial of service vulnerability exists in the HP Photosmart B210. Attackers can exploit this issue to cause denial-of-service condition",esv
D-Link DIR-809 is a wireless router using RTOS. D-Link DIR-809 has a denial of service vulnerability. An attacker can use this vulnerability to cause a denial of service.,esv
Nokia 6.2 is a smart phone. Nokia 6.2 has an information disclosure vulnerability. Attackers can use vulnerabilities to obtain sensitive information.,esv
"Beijing Yinghantong Network Technology Co., Ltd. is an Internet of Things (IoT) technology company that provides safe and reliable industrial routers, industrial switches, industrial IoT gateways, industrial wireless communication modules and other products and IoT solutions. Beijing Yinghantong Network Technology Co., Ltd. IG902H edge computing gateway has a denial of service vulnerability. Attackers can use this vulnerability to cause the device to fail to work normally.",esv
"The MAC1100PLC Programmable Logic Controller (PLC) is a product of the Dalian Controller (DCCE) Programmable Logic Controller (PLC) family. The product is widely used in important industrial control sites such as intelligent buildings, power data monitoring, heat control systems, and enterprise management systems. An information disclosure vulnerability exists in DCCEMAC1100PLC. The vulnerability stems from the fact that the MAC1100PLC uses the EPA protocol to communicate on port 11000, which can be exploited by an attacker to remotely download control code from the PLC",esv
"Axis is an IT company that specializes in providing network video solutions. It is the global market leader in network video, driving the transition from analog to digital video surveillance. Axis' monitoring products and solutions are based on an open and innovative technology platform, dedicated to security monitoring and remote monitoring. AXIS XIS Q1602 Network Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Shenzhen Ruishi Technology Co., Ltd. (hereinafter referred to as Ruishi Technology) is a one-stop ecological solution provider for pan-video and AI pan-video. The Ruishi camera has a logic flaw vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Axis is an IT company that specializes in providing network video solutions. AXIS M3113 Network Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"TL-WVR1300G is an enterprise-class wireless VPN router from TP-Link. TP-Link TL-WVR1300G has a denial of service vulnerability, which can be exploited by an attacker to cause a denial of service attack.",esv
"ASUS was established in June 2000, and its business scope: R&D and manufacturing of notebook computers, computer motherboards, medium-sized mainframes, high-end personal computers, servers, etc. ASUS RT-AC5300 and RT-AC1200 have a binary vulnerability that can be exploited by attackers to cause a denial of service.",esv
"TP-LINK Technology Co., Ltd. (hereinafter referred to as ""TP-LINK"") is the world's leading supplier of network communication equipment. TP-LINK TD-W8101G has a weak password vulnerability. Attackers can use this vulnerability to obtain sensitive information.",esv
"Proficy Machine Edition is a PLC programming software developed by Emerson Trading (Shanghai) Co., Ltd. It is used to design, debug, program, and maintain GE RX 3i and GE RX7i series PLCs. It is widely used in electric power, machinery manufacturing, steel, and petroleum. , Chemical and other industrial control fields. Proficy Machine Edition has a denial of service vulnerability. Attackers can use the vulnerability to send constructed malicious data packets to cause a denial of service.",esv
"The Schneider Electric Modicon Quantum is a large programmable logic controller (PLC) for process applications, high availability and safety solutions. An arbitrary file read vulnerability exists in Schneider Electric Modicon Quantum. A remote attacker can exploit this vulnerability to browse arbitrary resources by constructing HTTP requests.",esv
Pelco Sarix Pro is a video surveillance device from Schneider Electric. Schneider Pelco Sarix Pro camera snapshot.cgi has an unauthorized access vulnerability. The vulnerability stems from the failure to verify the permissions of the snapshot.cgi interface. Attackers can use the vulnerability to cause unauthorized access. You can view real-time monitoring screenshot information.,esv
"Axis is an IT company that specializes in providing network video solutions. AXIS P1353 Network Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"TL-ER8820T is a new generation of high-performance 10-Gigabit enterprise router launched by TP-LINK. TP-LINK TL-ER8820T has a weak password vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"It sends 10 or more consecutive messages to the web console or UPnP port within 1 second, and the service becomes unresponsive. The TP-LINK TL-WR740N Router is a wireless router. A security vulnerability exists in the TP-LINK TL-WR740N Router. The TP-LINK TL-WR740N router does not filter user input data, which can lead to cross-site scripting attacks. Exploiting the HTML-injection issue may allow an attacker to execute HTML and script code in the context of the device, to steal cookie-based authentication credentials, or to control how the site is rendered to the user; other attacks are also possible. Attackers can exploit the denial-of-service issue to make the affected device unresponsive, resulting in a denial-of-service condition. TL-WR740N 3.12.4 Build 100910 Rel.57694n and 3.11.7 Build 100603 Rel.56412n versions are vulnerable; other versions may also be affected",esv
"Xiongmai camera video unauthorized access , Directly view camera images",esv
ACTi ACM-5611 is a network camera produced by ACTI. ACTi ACM-5611 Camera has a remote command execution vulnerability. The vulnerability stems from the program's incorrect verification of user-submitted data. A remote attacker could exploit this vulnerability to execute arbitrary code on the underlying operating system by sending a malicious HTTP request.,esv
"Axis is an IT company that specializes in providing network video solutions. AXIS M1124 Network Camera has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
Samsung Android is prone to an unauthorized-access vulnerability. Attackers can exploit this issue to execute arbitrary RFS commands on the affected device. This may aid in further attacks.,esv
"HP ENVY 5530 is an A4 inkjet all-in-one printer from HP. HP ENVY 5530 has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Samsung SmartTV is a smart TV from South Korea's Samsung that integrates web content, apps, AllShare content, search functions and traditional TV channel lists into one user interface. Samsung SmartTVWi-FiDirect has a privilege escalation vulnerability that allows an attacker to emulate a trusted device when connected via Wi-Fi Direct, without the need for authentication to gain unrestricted access.",esv
"D-Link DCS is a camera device product. D-Link DCS web cameras allow unauthenticated attackers to remotely obtain configuration information for the device. An attacker can submit a configuration file by submitting the following URL: http://<device IP address>/frame/GetConfig. Attackers may exploit this issue to execute arbitrary commands, gain unauthorized access, or bypass intended security restrictions. Other attacks may also be possible. The following versions are vulnerable: DCS-930L version 1.04 DCS-932L version 1.02 http://drupal.org/node/207891",esv
"TP-LINK TL-WR740N/TL-WR740ND 'WlanSecurityRpm.htm' has a cross-site request forgery vulnerability that allows remote attackers to exploit vulnerabilities to build malicious URIs, entice users to resolve, and perform malicious actions in the target user context. TP-LINK TL-WR740N and TL-WR740ND are wireless router products of China TP-LINK company. There is a cross-site request forgery vulnerability in TP-Link TL-WR740N and TL-WR740ND using 3.16.6 Build 130529 firmware, which originates from the program's incorrect verification of HTTP requests. A remote attacker could use this vulnerability to perform unauthorized operations, and other forms of attack may also exist. Other attacks are also possible. TP-Link TL-WR740N/TL-WR740ND running firmware 3.16.6 Build 130529 are vulnerable; other versions may also be affected",esv
"Haiwell Cloud SCADA is an industrial automation monitoring and management platform software based on .NET Framework developed by Xiamen Haiwell Technology Co., Ltd. Haiwell Cloud SCADA Android APP has a password bypass vulnerability. The attacker intercepts the data packet by capturing the packet, and replaces it with the constructed password data packet to bind any other mobile phone. http://www.haiwell.com/news/615-cn.htmlHaiwell Cloud SCADA system cloud configuration software Android APP has a password bypass vulnerability",esv
"SIMATIC is the collective name for the Siemens Automation product line, from SIEMENS + Automatic. It was born in 1958 and has a history of 50 years, covering PLC, industrial software and HMI. It is the global leading brand of automation. Siemens SIMATIC S7-1200 PLC Systems has security bypass and denial of service vulnerabilities in implementation that can be exploited by attackers to send arbitrary commands through replay attacks to perform unauthorized operations on affected controllers. An attacker could exploit the denial of service vulnerability by placing the affected controller system in the stop/defect state. Siemens SIMATIC S7-1200 Programmable Logic Controller (PLC) is prone to a security-bypass vulnerability and a denial-of-service vulnerability. ---------------------------------------------------------------------- Join Secunia @ FIRST Conference, 12-17 June, Hilton Vienna, Austria See to the presentation ""The Dynamics and Threats of End-Point Software Portfolios"" by Secunia's Research Analyst Director, Stefan Frei. Read more: http://conference.first.org/ ---------------------------------------------------------------------- TITLE: Siemens SIMATIC S7-1200 Controller Communication Replay and Denial of Service SECUNIA ADVISORY ID: SA44961 VERIFY ADVISORY: Secunia.com http://secunia.com/advisories/44961/ Customer Area (Credentials Required) https://ca.secunia.com/?page=viewadvisory&vuln_id=44961 RELEASE DATE: 2011-06-16 DISCUSS ADVISORY: http://secunia.com/advisories/44961/#comments AVAILABLE ON SITE AND IN CUSTOMER AREA: * Last Update * Popularity * Comments * Criticality Level * Impact * Where * Solution Status * Operating System / Software * CVE Reference(s) http://secunia.com/advisories/44961/ ONLY AVAILABLE IN CUSTOMER AREA: * Authentication Level * Report Reliability * Secunia PoC * Secunia Analysis * Systems Affected * Approve Distribution * Remediation Status * Secunia CVSS Score * CVSS https://ca.secunia.com/?page=viewadvisory&vuln_id=44961 ONLY AVAILABLE WITH SECUNIA CSI AND SECUNIA PSI: * AUTOMATED SCANNING http://secunia.com/vulnerability_scanning/personal/ http://secunia.com/vulnerability_scanning/corporate/wsus_sccm_3rd_third_party_patching/ DESCRIPTION: Two vulnerabilities have been reported in Siemens SIMATIC S7-1200, which can be exploited by malicious people to disclose sensitive information and cause a DoS (Denial of Service). 1) The engineering software sends unencrypted data to the Programmable Logic Controllers (PLC), which can be exploited to replay commands sent by the engineering software via e.g. Man-in-the-Middle (MitM) attacks. 2) An unspecified error within the web server can be exploited to cause a DoS. No further information is currently available. The vulnerabilities are reported in firmware version 02.00.02. Other versions may also be affected. SOLUTION: The vendor recommends to disable the web server. Reportedly, the vulnerabilities will be fixed in an upcoming version. PROVIDED AND/OR DISCOVERED BY: Dillon Beresford, NSS Labs. ORIGINAL ADVISORY: Siemens: http://support.automation.siemens.com/dnl/TY/TYzNTUxOQAA_50428932_Akt/Siemens_Security_Advisory_SSA-625789.pdf http://support.automation.siemens.com/WW/llisapi.dll?func=cslib.csinfo&lang=en&objid=50428932&caller=view Dillon Beresford: http://news.infracritical.com/pipermail/scadasec/2011-May/019934.html OTHER REFERENCES: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ DEEP LINKS: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED DESCRIPTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED SOLUTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXPLOIT: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ ---------------------------------------------------------------------- About: This Advisory was delivered by Secunia as a free service to help private users keeping their systems up to date against the latest vulnerabilities. Subscribe: http://secunia.com/advisories/secunia_security_advisories/ Definitions: (Criticality, Where etc.) http://secunia.com/advisories/about_secunia_advisories/ Please Note: Secunia recommends that you verify all advisories you receive by clicking the link. Secunia NEVER sends attached files with advisories. Secunia does not advise people to install third party patches, only use those supplied by the vendor. ---------------------------------------------------------------------- Unsubscribe: Secunia Security Advisories http://secunia.com/sec_adv_unsubscribe/?email=packet%40packetstormsecurity.org ----------------------------------------------------------------------",esv
ASUS ZenFone Max Pro (M2) is a smart phone. ASUS ZenFone Max Pro (M2) has an information disclosure vulnerability. Attackers can use the vulnerability to monitor the content of the user's call.,esv
Multiple D-Link products are prone to multiple buffer-overflow vulnerabilities and a command injection vulnerability. Attackers may leverage these issues to execute arbitrary code and commands in the context of the affected device. Failed exploits may result in denial-of-service conditions.,esv
"Sanyo generally refers to Sanyo. Sanyo (English name: SANYO) is a large-scale enterprise group with a history of 60 years in Japan. Headquartered in Osaka, Japan, its products involve displays, mobile phones, digital cameras, machinery, biopharmaceuticals and many other fields. The SANYO camera has a weak password vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"X463de is a printer of Lexmark International Inc. Lexmark X463de has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"DH-SD-6A9226F-HNI is a network camera product of Zhejiang Dahua Technology Co., Ltd. Zhejiang Dahua Technology Co., Ltd. DH-SD-6A9226F-HNI has a logic flaw vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Zhejiang Dahua Technology Co., Ltd. is a smart IoT solution provider and operation service provider with video as the core. Dahua camera SSH service has a command execution vulnerability. Attackers can use this vulnerability to obtain camera root execution permissions.",esv
"Lexmark Printer X651de is a printer from Lexmark, USA. The Lexmark Printer X651de has an HTML injection vulnerability in its implementation, which is not properly filtered when using user-provided input in dynamically generated content. A remote attacker could exploit this vulnerability to run HTML and script code in an affected printer web interface application, stealing cookie authentication credentials or controlling the appearance of the site. Other attacks are also possible. Lexmark Printer X651de is vulnerable; other versions may also be affected",esv
"Printer E310dwr is a printer from Dell. Dell Printer E310dw has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"The D-LINK DIR-615 is a router device. The D-LINK DIR-615 incorrectly comes with user-submitted input, and a remote attacker can exploit the vulnerability for cross-site scripting attacks to obtain sensitive information from the target user or unauthorized access to the device. D-LINK DIR-615 is prone to a cross-site scripting vulnerability because the device's web interface fails to properly sanitize user-supplied input. An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials and to launch other attacks. NOTE: This issue may be related to one of the issues described in BID 28439",esv
"Shenzhen Jingyang Technology Co., Ltd. is a leading provider of smart video products and solutions in China, focusing on R&D and innovation of smart video products and solutions for the world. Shenzhen Jingyang Technology Co., Ltd. camera has a weak password vulnerability. Attackers can use vulnerabilities to obtain sensitive information.",esv
"ASUS RT-N56U is a router device. ASUS RT-N56U has a weak password vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"The HP Photosmart 5520 series is a mid-range inkjet printer. The HP Photosmart 5520 series printer has an unauthorized access vulnerability. Allows an attacker to use the vulnerability to enter the background of the printer, view sensitive information, or perform unauthorized operations.",esv
"TP-Link is a popular wireless router. Some TP-Link wireless router devices have backdoors in their implementations, which can completely control the devices by sending specific requests. Send a request to the device ""http://192.168.0.1/userRpmNatDebugRpm26525557/start_art.html"" (here assume that the router IP is 192.168.0.1), the router will download a nart.out file from the requesting machine and execute it with root authority file.",esv
"TP-LINK Technology Co., Ltd. (hereinafter referred to as ""TP-LINK"") is the world's leading supplier of network communication equipment. TP-LINK TD-8817 has a weak password vulnerability. Attackers can use this vulnerability to obtain sensitive information.",esv
"SIMATIC S7-PLCSM is a PLC simulation software developed by Siemens. A binary vulnerability exists in SIMATIC S7-PLCSM, which can be exploited by an attacker to cause a denial of service.",esv
The Siemens SIMATIC S7-300 is a modular universal controller for the manufacturing industry from Siemens. The Siemens SIMATIC S7-300 has an information disclosure vulnerability that allows an attacker to exploit device-related data,esv
D-Link DGS-1210-28 is a switch. D-Link DGS-1210-28 has a denial of service vulnerability. The vulnerability is caused by the network system or product not correctly verifying the input data. Attackers can use the vulnerability to cause a denial of service condition and refuse to provide services to legitimate users.,esv
"XeroxPrinters is a Fuji Xerox (China) Co., Ltd. printer and MFP for SMEs and individual families. XeroxPrinters has a certification bypass vulnerability. An attacker exploits a vulnerability to enforce authentication.",esv
"The TP-Link TL-WA701N/TL-WA701ND is a wireless router device. The TP-Link TL-WA701N/TL-WA701ND has a directory traversal vulnerability. An attacker can send a specially crafted URL request containing a \""dot\"" sequence (/.. /) to view any file on the system. The TP-Link TL-WA701N/TL-WA701ND has an HTML injection vulnerability that allows an attacker to exploit and exploit malicious script code. TL-WA701N and TL-WA701ND are prone to a directory traversal vulnerability and multiple HTML-injection vulnerabilities because it fails to properly sanitize user-supplied input. This may let the attacker steal cookie-based authentication credentials or control how the site is rendered to the user",esv
"MX-M362N is a digital composite printer of Sharp Trading (China) Co., Ltd. Sharp Trading (China) Co., Ltd. MX-M362N has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Based on Taiwan, BRICS Communication Technology is committed to developing a full range of security surveillance system products, and has established its own brand ""Brickcom"" to establish a complete distribution channel system in the Americas, Europe, Asia, New Zealand and Australia. Brickcom FB-200Np camera has a logic flaw vulnerability. Attackers can use the record list to add administrators beyond their authority.",esv
"P1355 is a network camera of Axis Communications AB. Axis Communications AB P1355 has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Shenzhen Woshida Technology Co., Ltd. is an enterprise specializing in the development, production, sales and service of security monitoring products. The WSD-T13 cloud storage camera has an unauthorized addition vulnerability. The vulnerability is due to the manufacturer's use of default passwords. Allows attackers to use vulnerabilities to add camera accounts and control other people's devices.",esv
"TP-LINK Technology Co., Ltd. (""TP-LINK"" for short) is the world's leading supplier of network communication equipment. Universal Technology Co., Ltd. WDR3600 has a weak password vulnerability. Attackers can use this vulnerability to log in to the system backend to obtain sensitive information.",esv
"TL-WDR8500 is a router product of TP-LINK. The TP-Link router has a buffer overflow vulnerability, which can be exploited by an attacker to gain control of the server.",esv
"Siemens SIMATIC S7 series PLC Used in various industrial fields, including energy, water conservancy, oil, natural gas, chemical, building automation, and manufacturing. Attackers can use PLC Credentials to implement a command shell, the shell in some older versions of firmware S7-300 PLC Ability to access internal diagnostic functions. These ones PLC Including following integration 2009 year 10 Months ago Profinet Interface S7-300 PLC with IM15x Profinet PLC .",esv
"The D-Link DSL-2740B is a router device. D-Link DSL-2740B EU_1.00 has a cross-site request forgery vulnerability that allows an attacker to exploit a vulnerability to construct a malicious URI, to entice a user to resolve, and to perform malicious operations in the target user context, such as disabling or enabling a wireless MAC address filter, firewall Protection and so on.",esv
"Nanda Aotuo Technology Jiangsu Co., Ltd. focuses on the research and development, production and sales of programmable logic controller PLC. At present, it has formed large and medium-sized PLC products, supplemented by small PLC products, remote measurement and control unit (RTU), touch screen, etc Product structure. NAPro has a memory corruption vulnerability. The vulnerability is due to NAPro's failure to determine whether the return value of the strlen function is legal when parsing the project. Attackers can use vulnerabilities to construct illegal data entry functions, causing software to crash",esv
"The D-Link DWR-932BLET is a wireless router. The D-LinkDWR-932BLET router WPS system has an unauthorized access vulnerability. Since the WPS system PIN code is hard coded into the /bin/appmgr program, an attacker exploits the vulnerability to access the wireless network using a PIN without the need for a Wi-Fi password.",esv
"Sprecher Automation GmbH provides switching equipment and automation solutions for energy, industrial and infrastructure construction. Power facilities, industries, transportation companies, municipal utilities and public institutions are all customers. (1) The authentication path traversal vulnerability exists in the web interface of Sprecher PLC. Allow authenticated users to read target system files. (2) Sprecher Automation SPRECON-E-C, PU-2433 client has a password hashing vulnerability. Since the hash of the password is calculated on the browser side, the hash of the password can also be used for login. (3) Sprecher Automation SPRECON-E-C, PU-2433 There is an unauthorized access vulnerability in the Telnet management service. Because the PLC is open telnet management service on TCP/2048 port. This interface can be used to control the PLC without any authentication. (4) Sprecher Automation SPRECON-E-C, PU-2433 has a denial of service vulnerability. A positive TCP SYN scan of a large number of ports triggers a PLC denial of service. Causes DOS attacks. Manual intervention is required to restore service availability. (5) Sprecher Automation SPRECON-E-C, PU-2433 has an old kernel vulnerability. Because the Linux kernel version of the PLC operating system is too old. Lead to a large number of known security vulnerabilities, potential security risks",esv
D-Link Central WiFiManager is D-Link's centralized wireless management software. The D-link Central WifiManager Ra ***. Php page has a SQL injection vulnerability. An attacker can use the vulnerability to obtain sensitive database information.,esv
The Siemens SIMATIC S7-1200 is a modular controller from Siemens. A security vulnerability exists in the Siemens SIMATIC S7-1200. The engine software sends unencrypted data to the programmable logic controller. The attacker can replay the replay commands sent by the engine software through a man-in-the-middle attack,esv
"MOBOTIX is a world-renowned network camera technology leader. It has been producing pure megapixel cameras for many years and is listed as a global market leader. MOBOTIX D15 has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
"Foscamcamera is a webcam that can push messages to mobile phones and directly implement video Baidu cloud storage via WIFI. There is an administrator credential disclosure vulnerability in FoscamcameraONVIFGetStreamUri, and the Foscam camera device uses the interface of the ONVIF protocol to allow anonymous access. An unauthenticated attacker can extract the administrator username and password via the \""media\"" GetStreamUri method. This vulnerability only exists in some devices or parts of the firmware version.",esv
"Mitsubishi L06 is a high-end PLC of Mitsubishi. Its Ethernet communication module LJ71E71-100-CM opens web services and supports http protocol communication. You can access and set device configuration information by logging in to the web server. In the HTTP message sent to the LJ71E71-100-CM, if it is a Connect type request, injecting a long string after the Connect field can trigger a buffer overflow of the communication module and there is a security vulnerability. Allowing an attacker to exploit this vulnerability results in a denial of service",esv
"The D-Link DWR-932BLET is a wireless router. There is a vulnerability in the D-LinkDWR-932BLET router WPSPIN generator. Since the user can temporarily generate a new WPSPIN through the router's web management interface, the attacker can exploit the vulnerability to access the wireless network using the PIN without the need for a Wi-Fi password.",esv
"The integrated intelligent set-top box z84 is a set-top box product of Shenzhen Zhaoneng Xuntong Technology Co., Ltd. It is a device integrating wireless wifi and smart TV. It is a set-top box widely used by telecommunications in hotels and homes with smart TVs. The z84, a converged intelligent set-top box, has an unauthorized user to modify the administrator configuration vulnerability. Any user on the same network that allows an attacker to use the affected page can override the super administrator's device configuration information.",esv
"TP-LINK Technology Co., Ltd. (""TP-LINK"" for short) is the world's leading supplier of network communication equipment. Universal Technology Co., Ltd. WDR4300 has a weak password vulnerability. Attackers use the vulnerability to log in to the system backend to obtain sensitive information.",esv
"Quick Control Cloud (Shanghai) Intelligent Technology Co., Ltd., a high-tech company specialized in the research and development of industrial Internet of Things automation products such as cloud boxes, human-machine interfaces, and PLC, in cooperation with Shanghai Jiaotong University. There is a memory destruction vulnerability in the software for quick-control PLC development. An attacker can use this vulnerability to cause a system denial of service.",esv
"D-Link DSP-W110 is a wireless smart plug-in for D-Link. A security vulnerability exists in D-Link DSP-W110 using firmware version 1.05b01. Attackers can use this vulnerability to control applications, access or modify data, or use potential vulnerabilities in the underlying database to upload arbitrary files and execute arbitrary commands",esv
"Fuzhou Fuchang Weikong Electronic Technology Co., Ltd. is a technology company engaged in research, development and sales of products in the field of automation. Wecon PLC editor has a memory corruption vulnerability. The vulnerability is due to the need to call Tinyxml.dll when the program parses the project file and fails to parse the xml in the project file correctly. An attacker could exploit the vulnerability to cause memory corruption",esv
Vsmart Joy 2+ is a smart phone. Vsmart Joy 2+ has an information disclosure vulnerability. Attackers can use vulnerabilities to obtain sensitive information.,esv
"The D-Link Wireless N300 Cloud Router is a cloud router product. There is an error in the WEB server when processing CAPTCHA data, allowing an attacker to submit a specially crafted HTTP POST request to trigger a stack-based buffer overflow, which can cause the service to crash or execute arbitrary code. ---------------------------------------------------------------------- The final version of the CSI 6.0 has been released. Find out why this is not just another Patch Management solution: http://secunia.com/blog/325/ ---------------------------------------------------------------------- TITLE: D-Link Wireless N300 Cloud Router CAPTCHA Processing Buffer Overflow Vulnerability SECUNIA ADVISORY ID: SA51075 VERIFY ADVISORY: Secunia.com http://secunia.com/advisories/51075/ Customer Area (Credentials Required) https://ca.secunia.com/?page=viewadvisory&vuln_id=51075 RELEASE DATE: 2012-10-30 DISCUSS ADVISORY: http://secunia.com/advisories/51075/#comments AVAILABLE ON SITE AND IN CUSTOMER AREA: * Last Update * Popularity * Comments * Criticality Level * Impact * Where * Solution Status * Operating System / Software * CVE Reference(s) http://secunia.com/advisories/51075/ ONLY AVAILABLE IN CUSTOMER AREA: * Authentication Level * Report Reliability * Secunia PoC * Secunia Analysis * Systems Affected * Approve Distribution * Remediation Status * Secunia CVSS Score * CVSS https://ca.secunia.com/?page=viewadvisory&vuln_id=51075 ONLY AVAILABLE WITH SECUNIA CSI AND SECUNIA PSI: * AUTOMATED SCANNING http://secunia.com/vulnerability_scanning/personal/ http://secunia.com/vulnerability_scanning/corporate/wsus_sccm_3rd_third_party_patching/ DESCRIPTION: Craig has reported a vulnerability in D-Link Wireless N300 Cloud Router, which can be exploited by malicious people to compromise a vulnerable device. Successful exploitation allows execution of arbitrary code. The vulnerability is reported in firmware version 1.10 and 1.12. Other versions may also be affected. SOLUTION: No official solution is currently available. PROVIDED AND/OR DISCOVERED BY: Craig, /dev/ttyS0 ORIGINAL ADVISORY: http://www.devttys0.com/2012/10/exploiting-a-mips-stack-overflow/ OTHER REFERENCES: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ DEEP LINKS: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED DESCRIPTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXTENDED SOLUTION: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ EXPLOIT: Further details available in Customer Area: http://secunia.com/vulnerability_intelligence/ ---------------------------------------------------------------------- About: This Advisory was delivered by Secunia as a free service to help private users keeping their systems up to date against the latest vulnerabilities. Subscribe: http://secunia.com/advisories/secunia_security_advisories/ Definitions: (Criticality, Where etc.) http://secunia.com/advisories/about_secunia_advisories/ Please Note: Secunia recommends that you verify all advisories you receive by clicking the link. Secunia NEVER sends attached files with advisories. Secunia does not advise people to install third party patches, only use those supplied by the vendor. ---------------------------------------------------------------------- Unsubscribe: Secunia Security Advisories http://secunia.com/sec_adv_unsubscribe/?email=packet%40packetstormsecurity.org ----------------------------------------------------------------------",esv
"rtsp Unauthorized access , May cause the camera of Yushi, Hikvision, Dahua, Tiandiweiye, etc. rtsp Video unauthorized access",esv
"Hollysys Group is a professional automation company integrating R & D, production, sales and technical services. Hollysys PLC integrated Ethernet, PROFIBUS-DP, RS232, RS485 interfaces have been widely used in power, chemical, metallurgy, energy and other fields. Hollysys LE5109L PLC has a denial of service vulnerability. The vulnerability originates from Hollysys LE series PLCs that support the modbus protocol and private protocols. Attackers can use the vulnerability to cause the PLC to deny service by constructing specific private data packets",esv
"The D-Link DIR-300 is a wireless router device. The D-Link DIR-300 has multiple input validation vulnerabilities that allow remote attackers to exploit vulnerabilities for HTML injection attacks to obtain sensitive information or hijack user sessions. The D-Link DIR-300 router is prone to multiple HTML-injection vulnerabilities because it fails to properly sanitize user-supplied input. Successful exploits will allow attacker-supplied HTML and script code to run in the context of the affected browser, potentially allowing the attacker to steal cookie-based authentication credentials or to control how the site is rendered to the user. Other attacks are also possible. D-Link DIR-300 running firmware 1.3 is vulnerable; other versions may also be affected",esv
"HP Officejet 5740 e-All-in-One Printer series is an all-in-one printer from HP Trading (Shanghai) Co., Ltd. The HP Officejet 5740 e-All-in-One Printer series has an unauthorized access vulnerability, which can be exploited by attackers to obtain sensitive information.",esv
TP-LINK TL-R600VPN V2 is an integrated router product that supports VPN. There are several security vulnerabilities in TP-LINK TL-R600VPN V2: 1. There is an unspecified error in the related Web CLI. 2. There are several unspecified errors in the related PPTP VPN.,esv
"Hollysys Group is a professional automation company integrating R & D, production, sales and technical services. Hollysys LE5109L PLC has a remote control vulnerability. An attacker can use the vulnerability to cause the PLC to be remotely controlled by constructing a specific private protocol data packet",esv
"D-Link DGL5500 is a wireless router product of D-Link. A buffer overflow vulnerability exists in D-Link DGL5500, which is caused by the program not performing correct boundary checks on user-submitted input. An attacker could use this vulnerability to execute arbitrary code in the context of an affected device and may also cause a denial of service. Failed exploits may result in denial-of-service conditions",esv
